Timestamp,Full Name,Gender,Use phone for class notes,Buy books from mobile,Phone battery lasts a day,Run for charger when battery dies,Worry about losing phone,Take phone to bathroom,Use phone in social gathering,Check phone before sleep/after waking up,Keep phone next to you while sleeping,Check emails/missed calls/texts during class time,Rely on phone when things get awkward,On phone while watching TV/eating,Panic attack if phone left elsewhere,Respond to messages/check phone on date,Use phone for playing games,Can live a day without phone,Phone Dependency Level
2023-01-04 15:25:00,User_5246,Male,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,Moderate
2023-01-04 15:26:00,User_5247,Male,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,Moderate
2023-01-04 15:27:00,User_5248,Female,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,Moderate
2023-01-04 15:28:00,User_5249,Female,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,High
2023-01-04 15:29:00,User_5250,Female,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,High
2023-01-04 15:30:00,User_5251,Female,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,High
2023-01-04 15:31:00,User_5252,Male,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,Moderate
2023-01-04 15:32:00,User_5253,Male,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,Moderate
2023-01-04 15:33:00,User_5254,Male,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,High
2023-01-04 15:34:00,User_5255,Female,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,High
2023-01-04 15:35:00,User_5256,Male,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,Moderate
2023-01-04 15:36:00,User_5257,Female,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,High
2023-01-04 15:37:00,User_5258,Male,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,Moderate
2023-01-04 15:38:00,User_5259,Male,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,High
2023-01-04 15:39:00,User_5260,Female,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,High
2023-01-04 15:40:00,User_5261,Male,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,High
2023-01-04 15:41:00,User_5262,Male,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,High
2023-01-04 15:42:00,User_5263,Female,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,High
2023-01-04 15:43:00,User_5264,Male,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,High
2023-01-04 15:44:00,User_5265,Female,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,High
2023-01-04 15:45:00,User_5266,Male,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,Moderate
2023-01-04 15:46:00,User_5267,Male,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,Moderate
2023-01-04 15:47:00,User_5268,Male,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,Moderate
2023-01-04 15:48:00,User_5269,Male,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,High
2023-01-04 15:49:00,User_5270,Male,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,Moderate
2023-01-04 15:50:00,User_5271,Male,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,Moderate
2023-01-04 15:51:00,User_5272,Male,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,High
2023-01-04 15:52:00,User_5273,Male,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,High
2023-01-04 15:53:00,User_5274,Female,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,High
2023-01-04 15:54:00,User_5275,Female,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,High
2023-01-04 15:55:00,User_5276,Male,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,High
2023-01-04 15:56:00,User_5277,Male,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,High
2023-01-04 15:57:00,User_5278,Female,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,High
2023-01-04 15:58:00,User_5279,Male,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,Moderate
2023-01-04 15:59:00,User_5280,Male,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,Moderate
2023-01-04 16:00:00,User_5281,Female,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,High
2023-01-04 16:01:00,User_5282,Male,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,Moderate
2023-01-04 16:02:00,User_5283,Male,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,High
2023-01-04 16:03:00,User_5284,Female,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,High
2023-01-04 16:04:00,User_5285,Male,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,High
2023-01-04 16:05:00,User_5286,Male,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,Moderate
2023-01-04 16:06:00,User_5287,Female,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,High
2023-01-04 16:07:00,User_5288,Male,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,Moderate
2023-01-04 16:08:00,User_5289,Female,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,High
2023-01-04 16:09:00,User_5290,Male,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,High
2023-01-04 16:10:00,User_5291,Male,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,Moderate
2023-01-04 16:11:00,User_5292,Female,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,High
2023-01-04 16:12:00,User_5293,Female,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,High
2023-01-04 16:13:00,User_5294,Male,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,High
2023-01-04 16:14:00,User_5295,Female,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,High
2023-01-04 16:15:00,User_5296,Female,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,High
2023-01-04 16:16:00,User_5297,Male,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Low
2023-01-04 16:17:00,User_5298,Male,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,Moderate
2023-01-04 16:18:00,User_5299,Male,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,High
2023-01-04 16:19:00,User_5300,Female,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,High
2023-01-04 16:20:00,User_5301,Female,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,High
2023-01-04 16:21:00,User_5302,Female,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,High
2023-01-04 16:22:00,User_5303,Female,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,Moderate
2023-01-04 16:23:00,User_5304,Male,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,Moderate
2023-01-04 16:24:00,User_5305,Female,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,High
2023-01-04 16:25:00,User_5306,Male,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,Moderate
2023-01-04 16:26:00,User_5307,Female,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,High
2023-01-04 16:27:00,User_5308,Male,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,Moderate
2023-01-04 16:28:00,User_5309,Male,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,High
2023-01-04 16:29:00,User_5310,Male,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,Moderate
2023-01-04 16:30:00,User_5311,Female,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,High
2023-01-04 16:31:00,User_5312,Male,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,Moderate
2023-01-04 16:32:00,User_5313,Male,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,Moderate
2023-01-04 16:33:00,User_5314,Female,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,Moderate
2023-01-04 16:34:00,User_5315,Male,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,Moderate
2023-01-04 16:35:00,User_5316,Female,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,Moderate
2023-01-04 16:36:00,User_5317,Female,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,Moderate
2023-01-04 16:37:00,User_5318,Male,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,High
2023-01-04 16:38:00,User_5319,Male,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,Moderate
2023-01-04 16:39:00,User_5320,Female,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,High
2023-01-04 16:40:00,User_5321,Male,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,Moderate
2023-01-04 16:41:00,User_5322,Female,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,High
2023-01-04 16:42:00,User_5323,Female,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,High
2023-01-04 16:43:00,User_5324,Female,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Moderate
2023-01-04 16:44:00,User_5325,Male,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,Moderate
2023-01-04 16:45:00,User_5326,Female,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,High
2023-01-04 16:46:00,User_5327,Male,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,High
2023-01-04 16:47:00,User_5328,Male,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,High
2023-01-04 16:48:00,User_5329,Male,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,High
2023-01-04 16:49:00,User_5330,Male,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,Moderate
2023-01-04 16:50:00,User_5331,Female,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,High
2023-01-04 16:51:00,User_5332,Male,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,High
2023-01-04 16:52:00,User_5333,Female,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,Moderate
2023-01-04 16:53:00,User_5334,Female,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,High
2023-01-04 16:54:00,User_5335,Male,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,Moderate
2023-01-04 16:55:00,User_5336,Female,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,High
2023-01-04 16:56:00,User_5337,Female,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,High
2023-01-04 16:57:00,User_5338,Male,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,High
2023-01-04 16:58:00,User_5339,Female,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,High
2023-01-04 16:59:00,User_5340,Female,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,High
2023-01-04 17:00:00,User_5341,Female,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,Moderate
2023-01-04 17:01:00,User_5342,Female,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,High
2023-01-04 17:02:00,User_5343,Male,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,Moderate
2023-01-04 17:03:00,User_5344,Female,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,High
2023-01-04 17:04:00,User_5345,Female,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,High
2023-01-04 17:05:00,User_5346,Female,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,High
2023-01-04 17:06:00,User_5347,Female,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,High
2023-01-04 17:07:00,User_5348,Male,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,High
2023-01-04 17:08:00,User_5349,Female,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,High
2023-01-04 17:09:00,User_5350,Male,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,Low
2023-01-04 17:10:00,User_5351,Female,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,Moderate
2023-01-04 17:11:00,User_5352,Male,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,Moderate
2023-01-04 17:12:00,User_5353,Male,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,Moderate
2023-01-04 17:13:00,User_5354,Male,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,High
2023-01-04 17:14:00,User_5355,Male,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,High
2023-01-04 17:15:00,User_5356,Male,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,High
2023-01-04 17:16:00,User_5357,Female,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,Moderate
2023-01-04 17:17:00,User_5358,Female,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,High
2023-01-04 17:18:00,User_5359,Female,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,High
2023-01-04 17:19:00,User_5360,Male,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,Moderate
2023-01-04 17:20:00,User_5361,Female,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,Moderate
2023-01-04 17:21:00,User_5362,Male,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,High
2023-01-04 17:22:00,User_5363,Male,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,Moderate
2023-01-04 17:23:00,User_5364,Female,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,High
2023-01-04 17:24:00,User_5365,Female,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,Moderate
2023-01-04 17:25:00,User_5366,Male,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,High
2023-01-04 17:26:00,User_5367,Male,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,Moderate
2023-01-04 17:27:00,User_5368,Female,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,High
2023-01-04 17:28:00,User_5369,Female,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,High
2023-01-04 17:29:00,User_5370,Female,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,High
2023-01-04 17:30:00,User_5371,Female,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Moderate
2023-01-04 17:31:00,User_5372,Male,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,Moderate
2023-01-04 17:32:00,User_5373,Female,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,Moderate
2023-01-04 17:33:00,User_5374,Female,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Moderate
2023-01-04 17:34:00,User_5375,Female,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,High
2023-01-04 17:35:00,User_5376,Male,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,Moderate
2023-01-04 17:36:00,User_5377,Male,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,Moderate
2023-01-04 17:37:00,User_5378,Male,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,Moderate
2023-01-04 17:38:00,User_5379,Male,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,Moderate
2023-01-04 17:39:00,User_5380,Female,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,Moderate
2023-01-04 17:40:00,User_5381,Male,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,Moderate
2023-01-04 17:41:00,User_5382,Female,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,High
2023-01-04 17:42:00,User_5383,Female,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,High
2023-01-04 17:43:00,User_5384,Female,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,Moderate
2023-01-04 17:44:00,User_5385,Female,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Moderate
2023-01-04 17:45:00,User_5386,Male,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,Moderate
2023-01-04 17:46:00,User_5387,Male,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,Moderate
2023-01-04 17:47:00,User_5388,Male,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,Moderate
2023-01-04 17:48:00,User_5389,Female,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,Moderate
2023-01-04 17:49:00,User_5390,Female,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,Moderate
2023-01-04 17:50:00,User_5391,Female,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,High
2023-01-04 17:51:00,User_5392,Female,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,High
2023-01-04 17:52:00,User_5393,Female,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,Moderate
2023-01-04 17:53:00,User_5394,Male,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,Moderate
2023-01-04 17:54:00,User_5395,Female,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,High
2023-01-04 17:55:00,User_5396,Male,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,Moderate
2023-01-04 17:56:00,User_5397,Female,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,High
2023-01-04 17:57:00,User_5398,Female,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,High
2023-01-04 17:58:00,User_5399,Male,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,Moderate
2023-01-04 17:59:00,User_5400,Male,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,Moderate
2023-01-04 18:00:00,User_5401,Female,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,High
2023-01-04 18:01:00,User_5402,Female,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,Moderate
2023-01-04 18:02:00,User_5403,Female,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,Moderate
2023-01-04 18:03:00,User_5404,Female,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,High
2023-01-04 18:04:00,User_5405,Male,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,Moderate
2023-01-04 18:05:00,User_5406,Female,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,High
2023-01-04 18:06:00,User_5407,Male,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,Moderate
2023-01-04 18:07:00,User_5408,Female,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,High
2023-01-04 18:08:00,User_5409,Male,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,Moderate
2023-01-04 18:09:00,User_5410,Male,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,High
2023-01-04 18:10:00,User_5411,Female,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,High
2023-01-04 18:11:00,User_5412,Male,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,High
2023-01-04 18:12:00,User_5413,Female,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,High
2023-01-04 18:13:00,User_5414,Male,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,High
2023-01-04 18:14:00,User_5415,Female,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,Moderate
2023-01-04 18:15:00,User_5416,Male,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,High
2023-01-04 18:16:00,User_5417,Female,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,High
2023-01-04 18:17:00,User_5418,Female,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,Moderate
2023-01-04 18:18:00,User_5419,Male,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,Moderate
2023-01-04 18:19:00,User_5420,Male,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,High
2023-01-04 18:20:00,User_5421,Male,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,Moderate
2023-01-04 18:21:00,User_5422,Male,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,Moderate
2023-01-04 18:22:00,User_5423,Female,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,High
2023-01-04 18:23:00,User_5424,Male,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,Moderate
2023-01-04 18:24:00,User_5425,Female,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,Moderate
2023-01-04 18:25:00,User_5426,Male,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,Moderate
2023-01-04 18:26:00,User_5427,Female,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,High
2023-01-04 18:27:00,User_5428,Female,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,High
2023-01-04 18:28:00,User_5429,Female,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,High
2023-01-04 18:29:00,User_5430,Female,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,High
2023-01-04 18:30:00,User_5431,Male,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,Moderate
2023-01-04 18:31:00,User_5432,Male,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,Moderate
2023-01-04 18:32:00,User_5433,Female,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,High
2023-01-04 18:33:00,User_5434,Male,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,Moderate
2023-01-04 18:34:00,User_5435,Male,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,Moderate
2023-01-04 18:35:00,User_5436,Female,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,Moderate
2023-01-04 18:36:00,User_5437,Male,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,Moderate
2023-01-04 18:37:00,User_5438,Male,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,Moderate
2023-01-04 18:38:00,User_5439,Male,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,Moderate
2023-01-04 18:39:00,User_5440,Female,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,High
2023-01-04 18:40:00,User_5441,Male,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,Moderate
2023-01-04 18:41:00,User_5442,Female,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,High
2023-01-04 18:42:00,User_5443,Male,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,Moderate
2023-01-04 18:43:00,User_5444,Male,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,Moderate
2023-01-04 18:44:00,User_5445,Male,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,High
2023-01-04 18:45:00,User_5446,Female,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,High
2023-01-04 18:46:00,User_5447,Female,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,High
2023-01-04 18:47:00,User_5448,Male,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,Moderate
2023-01-04 18:48:00,User_5449,Female,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,High
2023-01-04 18:49:00,User_5450,Male,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,Moderate
2023-01-04 18:50:00,User_5451,Female,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,Moderate
2023-01-04 18:51:00,User_5452,Female,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,Moderate
2023-01-04 18:52:00,User_5453,Male,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,High
2023-01-04 18:53:00,User_5454,Male,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,High
2023-01-04 18:54:00,User_5455,Male,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,High
2023-01-04 18:55:00,User_5456,Male,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,Moderate
2023-01-04 18:56:00,User_5457,Female,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,Moderate
2023-01-04 18:57:00,User_5458,Female,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,High
2023-01-04 18:58:00,User_5459,Female,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,High
2023-01-04 18:59:00,User_5460,Male,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,High
2023-01-04 19:00:00,User_5461,Male,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,High
2023-01-04 19:01:00,User_5462,Female,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,High
2023-01-04 19:02:00,User_5463,Male,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,High
2023-01-04 19:03:00,User_5464,Female,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,High
2023-01-04 19:04:00,User_5465,Female,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,Moderate
2023-01-04 19:05:00,User_5466,Female,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,High
2023-01-04 19:06:00,User_5467,Female,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,High
2023-01-04 19:07:00,User_5468,Female,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,High
2023-01-04 19:08:00,User_5469,Male,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,Moderate
2023-01-04 19:09:00,User_5470,Male,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,Moderate
2023-01-04 19:10:00,User_5471,Male,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,High
2023-01-04 19:11:00,User_5472,Female,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,Moderate
2023-01-04 19:12:00,User_5473,Female,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,High
2023-01-04 19:13:00,User_5474,Female,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,Moderate
2023-01-04 19:14:00,User_5475,Female,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,High
2023-01-04 19:15:00,User_5476,Male,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,High
2023-01-04 19:16:00,User_5477,Male,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,Moderate
2023-01-04 19:17:00,User_5478,Female,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,High
2023-01-04 19:18:00,User_5479,Female,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,High
2023-01-04 19:19:00,User_5480,Female,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,High
2023-01-04 19:20:00,User_5481,Male,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,Moderate
2023-01-04 19:21:00,User_5482,Male,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,Moderate
2023-01-04 19:22:00,User_5483,Male,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,Moderate
2023-01-04 19:23:00,User_5484,Female,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,High
2023-01-04 19:24:00,User_5485,Female,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,Moderate
2023-01-04 19:25:00,User_5486,Male,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,High
2023-01-04 19:26:00,User_5487,Female,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,Moderate
2023-01-04 19:27:00,User_5488,Male,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,High
2023-01-04 19:28:00,User_5489,Female,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,High
